idx,prev_attempt_id,next_attempt_id,gap_steps,prev_phase,next_phase,same_phase,prev_ok,next_ok,origin_l1,origin_linf,same_origin,heading_delta_mod4,critical_l1,same_critical_cell
15,15:24,15:25,401,103,0,0,0,0,17,16,0,1,16,0
15,15:25,15:26,1581,0,31,0,0,0,53,36,0,1,56,0
15,15:26,15:27,108,31,31,1,0,0,4,2,0,0,4,0
15,15:27,15:28,15689,31,0,0,0,0,113,60,0,3,117,0
15,15:28,15:29,17855,0,31,0,0,0,161,113,0,1,169,0
15,15:29,15:30,5283,31,30,0,0,0,17,10,0,3,14,0
15,15:30,15:31,15858,30,0,0,0,0,50,25,0,2,50,0
15,15:31,15:32,2436,0,0,1,0,1,22,22,0,0,,
16,16:0,16:1,82,25,0,0,0,0,6,3,0,0,10,0
16,16:1,16:2,1948,0,0,1,0,0,12,10,0,0,9,0
16,16:2,16:3,26058,0,103,0,0,0,80,45,0,2,85,0
16,16:3,16:4,12146,103,103,1,0,0,16,9,0,0,16,0
16,16:4,16:5,28998,103,103,1,0,0,96,79,0,2,94,0
16,16:5,16:6,5589,103,0,0,0,0,25,24,0,1,29,0
16,16:6,16:7,15406,0,30,0,0,0,56,51,0,2,54,0
16,16:7,16:8,4444,30,24,0,0,0,130,84,0,0,127,0
16,16:8,16:9,30471,24,102,0,0,0,35,21,0,3,32,0
16,16:9,16:10,9652,102,31,0,0,0,122,80,0,2,116,0
16,16:10,16:11,20754,31,101,0,0,0,106,71,0,0,111,0
16,16:11,16:12,5846,101,103,0,0,0,60,45,0,0,55,0
16,16:12,16:13,10185,103,100,0,0,0,3,2,0,1,19,0
16,16:13,16:14,3862,100,0,0,0,0,88,65,0,0,76,0
16,16:14,16:15,39720,0,0,1,0,0,62,60,0,0,60,0
16,16:15,16:16,414,0,102,0,0,0,2,1,0,0,4,0
16,16:16,16:17,6346,102,0,0,0,0,68,57,0,0,66,0
16,16:17,16:18,864,0,24,0,0,0,10,6,0,0,3,0
16,16:18,16:19,8216,24,100,0,0,0,74,60,0,0,70,0
16,16:19,16:20,116,100,0,0,0,0,6,4,0,0,3,0
16,16:20,16:21,103,0,99,0,0,0,3,2,0,1,16,0
16,16:21,16:22,3124,99,0,0,0,0,58,32,0,0,69,0
16,16:22,16:23,955,0,24,0,0,0,35,26,0,1,27,0
16,16:23,16:24,816,24,0,0,0,0,18,14,0,2,30,0
16,16:24,16:25,8035,0,0,1,0,0,59,45,0,1,65,0
16,16:25,16:26,7243,0,100,0,0,0,135,129,0,1,141,0
16,16:26,16:27,2310,100,102,0,0,1,54,39,0,2,,
17,17:0,17:1,1473,103,0,0,0,0,17,9,0,1,17,0
17,17:1,17:2,21967,0,0,1,0,0,47,36,0,1,53,0
17,17:2,17:3,6797,0,30,0,0,0,43,23,0,3,47,0
17,17:3,17:4,1778,30,102,0,0,0,58,49,0,0,64,0
17,17:4,17:5,2967,102,30,0,0,0,85,43,0,1,79,0
17,17:5,17:6,75,30,102,0,0,0,5,5,0,1,11,0
17,17:6,17:7,4688,102,31,0,0,0,42,36,0,0,41,0
17,17:7,17:8,14748,31,102,0,0,0,100,76,0,0,101,0
17,17:8,17:9,5337,102,102,1,0,0,17,10,0,1,14,0
17,17:9,17:10,10015,102,102,1,0,0,63,62,0,1,76,0
17,17:10,17:11,14518,102,24,0,0,0,160,81,0,2,170,0
17,17:11,17:12,1179,24,0,0,0,0,55,49,0,3,59,0
17,17:12,17:13,6581,0,24,0,0,0,131,104,0,3,131,0
17,17:13,17:14,18235,24,99,0,0,0,17,14,0,1,20,0
17,17:14,17:15,144,99,103,0,0,0,16,12,0,2,14,0
17,17:15,17:16,1369,103,0,0,0,0,57,53,0,3,61,0
17,17:16,17:17,111,0,99,0,0,0,3,2,0,1,7,0
17,17:17,17:18,18174,99,30,0,0,0,60,39,0,2,55,0
17,17:18,17:19,14820,30,0,0,0,0,72,70,0,0,82,0
17,17:19,17:20,849,0,26,0,0,0,19,18,0,1,18,0
17,17:20,17:21,19900,26,30,0,0,0,26,14,0,2,20,0
17,17:21,17:22,32965,30,0,0,0,0,169,117,0,3,161,0
17,17:22,17:23,4140,0,100,0,0,0,2,2,0,0,3,0
17,17:23,17:24,3375,100,0,0,0,0,33,32,0,3,35,0
17,17:24,17:25,2461,0,0,1,0,0,5,3,0,1,14,0
17,17:25,17:26,130,0,90,0,0,0,8,7,0,0,3,0
17,17:26,17:27,19573,90,0,0,0,1,89,85,0,1,,
18,18:0,18:1,2839,24,0,0,0,0,27,14,0,1,27,0
18,18:1,18:2,140,0,0,1,0,0,4,2,0,0,3,0
18,18:2,18:3,312,0,0,1,0,0,22,12,0,2,14,0
18,18:3,18:4,9751,0,25,0,0,0,65,45,0,3,65,0
18,18:4,18:5,4230,25,24,0,0,0,30,25,0,2,31,0
18,18:5,18:6,11325,24,24,1,0,0,13,9,0,3,16,0
18,18:6,18:7,3064,24,0,0,0,0,20,12,0,0,18,0
18,18:7,18:8,2046,0,0,1,0,0,26,23,0,2,30,0
18,18:8,18:9,7085,0,0,1,0,0,45,25,0,1,47,0
18,18:9,18:10,2604,0,103,0,0,0,64,40,0,2,55,0
18,18:10,18:11,598,103,30,0,0,0,24,13,0,0,24,0
18,18:11,18:12,13199,30,30,1,0,0,67,55,0,3,76,0
18,18:12,18:13,2905,30,30,1,0,0,79,61,0,1,83,0
18,18:13,18:14,949,30,0,0,0,0,39,22,0,1,43,0
18,18:14,18:15,52027,0,24,0,0,0,21,15,0,3,23,0
18,18:15,18:16,4997,24,0,0,0,0,75,42,0,3,73,0
18,18:16,18:17,2557,0,0,1,0,0,5,3,0,1,13,0
18,18:17,18:18,272,0,0,1,0,0,12,10,0,0,10,0
18,18:18,18:19,391,0,30,0,0,0,15,14,0,3,13,0
18,18:19,18:20,26301,30,103,0,0,0,121,63,0,1,126,0
18,18:20,18:21,2185,103,24,0,0,0,55,44,0,1,59,0
18,18:21,18:22,19327,24,102,0,0,0,91,55,0,1,91,0
18,18:22,18:23,5964,102,30,0,0,0,94,62,0,0,99,0
18,18:23,18:24,457,30,99,0,0,0,5,4,0,3,8,0
18,18:24,18:25,28118,99,103,0,0,0,116,85,0,0,112,0
18,18:25,18:26,2767,103,30,0,0,0,57,38,0,1,62,0
18,18:26,18:27,121,30,0,0,0,0,7,6,0,1,9,0
18,18:27,18:28,1300,0,98,0,0,0,4,4,0,0,17,0
18,18:28,18:29,15547,98,0,0,0,0,7,4,0,1,14,0
18,18:29,18:30,1423,0,103,0,0,0,3,2,0,3,4,0
18,18:30,18:31,2168,103,0,0,0,0,18,10,0,0,19,0
18,18:31,18:32,12788,0,0,1,0,1,180,154,0,2,,
19,19:0,19:1,20789,0,24,0,0,0,57,33,0,3,51,0
19,19:1,19:2,3066,24,103,0,0,0,40,21,0,2,39,0
19,19:2,19:3,7947,103,0,0,0,0,31,25,0,1,24,0
19,19:3,19:4,1959,0,0,1,0,0,47,46,0,3,44,0
19,19:4,19:5,100,0,92,0,0,0,6,6,0,2,3,0
19,19:5,19:6,1366,92,21,0,0,0,58,43,0,0,66,0
19,19:6,19:7,15812,21,0,0,0,0,30,24,0,0,39,0
19,19:7,19:8,8609,0,0,1,0,0,91,83,0,3,87,0
19,19:8,19:9,107,0,0,1,0,0,5,4,0,3,10,0
19,19:9,19:10,16301,0,101,0,0,0,21,21,0,1,21,0
19,19:10,19:11,4075,101,25,0,0,0,39,28,0,3,36,0
19,19:11,19:12,4181,25,24,0,0,0,99,85,0,3,97,0
19,19:12,19:13,10306,24,102,0,0,0,24,15,0,0,27,0
19,19:13,19:14,83,102,25,0,0,0,11,10,0,3,9,0
19,19:14,19:15,750,25,26,0,0,0,20,19,0,2,16,0
19,19:15,19:16,3656,26,102,0,0,0,24,14,0,2,20,0
19,19:16,19:17,1109,102,0,0,0,0,21,12,0,1,29,0
19,19:17,19:18,800,0,100,0,0,0,8,8,0,0,6,0
19,19:18,19:19,2402,100,25,0,0,0,62,49,0,0,69,0
19,19:19,19:20,29730,25,0,0,0,0,142,95,0,2,137,0
19,19:20,19:21,24337,0,0,1,0,0,113,64,0,3,117,0
19,19:21,19:22,2838,0,0,1,0,0,28,17,0,0,31,0
19,19:22,19:23,1791,0,24,0,0,0,21,12,0,1,18,0
19,19:23,19:24,34877,24,103,0,0,0,139,85,0,3,140,0
19,19:24,19:25,3730,103,102,0,0,0,62,47,0,0,68,0
19,19:25,19:26,37092,102,24,0,0,0,144,100,0,0,142,0
19,19:26,19:27,16403,24,0,0,0,1,77,72,0,1,,
20,20:0,20:1,3655,0,30,0,0,0,37,28,0,1,29,0
20,20:1,20:2,1571,30,0,0,0,0,47,31,0,3,37,0
20,20:2,20:3,5525,0,102,0,0,0,35,20,0,1,38,0
20,20:3,20:4,10317,102,0,0,0,0,69,48,0,1,58,0
20,20:4,20:5,4263,0,103,0,0,0,5,3,0,1,18,0
20,20:5,20:6,256,103,0,0,0,0,8,6,0,0,5,0
20,20:6,20:7,13502,0,102,0,0,0,68,37,0,0,66,0
20,20:7,20:8,3001,102,25,0,0,0,33,28,0,3,24,0
20,20:8,20:9,573,25,102,0,0,0,61,49,0,3,70,0
20,20:9,20:10,95,102,30,0,0,0,15,12,0,3,11,0
20,20:10,20:11,13560,30,0,0,0,0,90,54,0,2,94,0
20,20:11,20:12,1311,0,102,0,0,0,55,46,0,3,59,0
20,20:12,20:13,1235,102,0,0,0,0,13,8,0,1,16,0
20,20:13,20:14,23009,0,101,0,0,0,103,74,0,3,114,0
20,20:14,20:15,103,101,92,0,0,0,9,7,0,1,3,0
20,20:15,20:16,12210,92,0,0,0,0,54,27,0,0,48,0
20,20:16,20:17,15995,0,24,0,0,0,123,74,0,3,106,0
20,20:17,20:18,3282,24,25,0,0,0,28,17,0,0,24,0
20,20:18,20:19,1817,25,102,0,0,0,1,1,0,1,3,0
20,20:19,20:20,4121,102,31,0,0,0,77,52,0,3,78,0
20,20:20,20:21,3308,31,0,0,0,0,18,16,0,0,18,0
20,20:21,20:22,19570,0,30,0,0,0,112,73,0,2,116,0
20,20:22,20:23,489,30,0,0,0,0,23,21,0,3,37,0
20,20:23,20:24,17476,0,16,0,0,0,146,80,0,0,139,0
20,20:24,20:25,577,16,0,0,0,0,19,18,0,3,22,0
20,20:25,20:26,3957,0,0,1,0,0,139,88,0,1,140,0
20,20:26,20:27,128,0,0,1,0,0,4,2,0,0,3,0
20,20:27,20:28,4247,0,103,0,0,0,39,32,0,3,42,0
20,20:28,20:29,6742,103,24,0,0,0,100,59,0,0,98,0
20,20:29,20:30,2290,24,0,0,0,0,18,11,0,0,25,0
20,20:30,20:31,23161,0,25,0,0,0,135,116,0,1,147,0
20,20:31,20:32,9140,25,31,0,0,0,62,32,0,0,61,0
20,20:32,20:33,1916,31,0,0,0,0,68,56,0,0,71,0
20,20:33,20:34,12888,0,30,0,0,0,106,106,0,2,110,0
20,20:34,20:35,25443,30,0,0,0,0,139,105,0,1,143,0
20,20:35,20:36,1204,0,0,1,0,0,56,48,0,0,58,0
20,20:36,20:37,2315,0,0,1,0,0,45,33,0,1,47,0
20,20:37,20:38,572,0,0,1,0,1,24,16,0,0,,
21,21:0,21:1,2449,0,103,0,0,0,13,9,0,3,8,0
21,21:1,21:2,108,103,0,0,0,0,4,4,0,0,6,0
21,21:2,21:3,1639,0,0,1,0,0,35,33,0,1,35,0
21,21:3,21:4,8608,0,31,0,0,0,16,8,0,0,12,0
21,21:4,21:5,2889,31,30,0,0,0,59,43,0,1,53,0
21,21:5,21:6,1075,30,30,1,0,0,71,47,0,3,72,0
21,21:6,21:7,1943,30,0,0,0,0,17,14,0,1,12,0
21,21:7,21:8,1280,0,103,0,0,0,42,40,0,2,43,0
21,21:8,21:9,4329,103,0,0,0,0,33,18,0,1,27,0
21,21:9,21:10,8376,0,103,0,0,0,68,42,0,2,74,0
21,21:10,21:11,552,103,0,0,0,0,44,32,0,0,43,0
21,21:11,21:12,1446,0,103,0,0,0,76,63,0,2,79,0
21,21:12,21:13,1428,103,0,0,0,0,8,4,0,2,13,0
21,21:13,21:14,5168,0,0,1,0,0,28,18,0,2,24,0
21,21:14,21:15,5247,0,31,0,0,0,15,11,0,1,21,0
21,21:15,21:16,76,31,0,0,0,0,6,4,0,0,6,0
21,21:16,21:17,7579,0,24,0,0,0,25,20,0,1,23,0
21,21:17,21:18,16121,24,0,0,0,0,131,77,0,1,132,0
21,21:18,21:19,1378,0,103,0,0,0,46,37,0,2,34,0
21,21:19,21:20,9333,103,24,0,0,0,121,102,0,1,112,0
21,21:20,21:21,37149,24,103,0,0,0,105,62,0,1,112,0
21,21:21,21:22,2035,103,25,0,0,0,103,55,0,3,100,0
21,21:22,21:23,4267,25,103,0,0,0,141,80,0,3,144,0
21,21:23,21:24,3147,103,24,0,0,0,33,21,0,1,34,0
21,21:24,21:25,103,24,100,0,0,0,5,3,0,3,11,0
21,21:25,21:26,32135,100,24,0,0,0,89,75,0,1,65,0
21,21:26,21:27,1937,24,30,0,0,0,73,38,0,3,9,0
21,21:27,21:28,1425,30,0,0,0,0,13,13,0,3,23,0
21,21:28,21:29,4072,0,0,1,0,0,12,6,0,0,12,0
21,21:29,21:30,5321,0,0,1,0,0,25,13,0,3,23,0
21,21:30,21:31,16433,0,0,1,0,0,105,70,0,3,110,0
21,21:31,21:32,164,0,103,0,0,0,12,8,0,2,18,0
21,21:32,21:33,524,103,99,0,0,0,2,2,0,2,4,0
21,21:33,21:34,12558,99,0,0,0,0,114,101,0,0,119,0
21,21:34,21:35,18480,0,0,1,0,0,114,64,0,0,111,0
21,21:35,21:36,3760,0,31,0,0,0,82,50,0,2,82,0
21,21:36,21:37,9426,31,16,0,0,0,42,25,0,0,45,0
21,21:37,21:38,7273,16,0,0,0,0,61,44,0,1,59,0
21,21:38,21:39,11169,0,103,0,0,1,85,70,0,1,,
22,22:0,22:1,107,0,0,1,0,0,5,4,0,3,8,0
22,22:1,22:2,4379,0,103,0,0,0,13,9,0,1,27,0
22,22:2,22:3,1092,103,103,1,0,0,20,12,0,0,20,0
22,22:3,22:4,1137,103,102,0,0,0,39,25,0,3,55,0
22,22:4,22:5,2373,102,0,0,0,0,33,32,0,1,37,0
22,22:5,22:6,17033,0,103,0,0,0,39,24,0,1,32,0
22,22:6,22:7,13763,103,30,0,0,0,55,34,0,1,62,0
22,22:7,22:8,1546,30,0,0,0,0,44,37,0,0,50,0
22,22:8,22:9,3573,0,102,0,0,0,33,31,0,3,33,0
22,22:9,22:10,3247,102,0,0,0,0,53,45,0,1,59,0
22,22:10,22:11,4016,0,103,0,0,0,66,54,0,0,72,0
22,22:11,22:12,1523,103,103,1,0,0,85,59,0,3,91,0
22,22:12,22:13,649,103,31,0,0,0,17,16,0,1,19,0
22,22:13,22:14,553,31,0,0,0,0,1,1,0,1,3,0
22,22:14,22:15,7205,0,103,0,0,0,107,64,0,1,115,0
22,22:15,22:16,25697,103,31,0,0,0,17,15,0,1,18,0
22,22:16,22:17,243,31,31,1,0,0,17,12,0,3,24,0
22,22:17,22:18,53241,31,24,0,0,0,19,15,0,1,18,0
22,22:18,22:19,21446,24,102,0,0,0,104,61,0,0,102,0
22,22:19,22:20,517,102,30,0,0,0,29,24,0,1,40,0
22,22:20,22:21,4741,30,0,0,0,0,27,16,0,1,27,0
22,22:21,22:22,3801,0,30,0,0,0,37,21,0,3,38,0
22,22:22,22:23,10550,30,0,0,0,0,14,13,0,2,18,0
22,22:23,22:24,25800,0,103,0,0,0,172,90,0,0,172,0
22,22:24,22:25,917,103,0,0,0,0,13,8,0,1,6,0
22,22:25,22:26,18878,0,31,0,0,0,150,119,0,2,143,0
22,22:26,22:27,3029,31,30,0,0,0,35,25,0,3,31,0
22,22:27,22:28,20213,30,30,1,0,0,57,54,0,3,58,0
22,22:28,22:29,79,30,97,0,0,1,5,3,0,3,,
23,23:0,23:1,5917,102,25,0,0,0,67,44,0,1,81,0
23,23:1,23:2,4551,25,30,0,0,0,19,17,0,3,19,0
23,23:2,23:3,4132,30,31,0,0,0,60,44,0,0,66,0
23,23:3,23:4,76,31,0,0,0,0,6,4,0,0,6,0
23,23:4,23:5,9473,0,30,0,0,0,55,33,0,1,47,0
23,23:5,23:6,260,30,30,1,0,0,4,2,0,0,4,0
23,23:6,23:7,3292,30,0,0,0,0,92,68,0,0,83,0
23,23:7,23:8,200,0,100,0,0,0,2,2,0,0,3,0
23,23:8,23:9,13476,100,103,0,0,0,70,58,0,0,78,0
23,23:9,23:10,6952,103,0,0,0,0,50,36,0,2,52,0
23,23:10,23:11,8889,0,0,1,0,0,75,50,0,1,79,0
23,23:11,23:12,23629,0,25,0,0,0,97,90,0,1,90,0
23,23:12,23:13,3134,25,0,0,0,0,80,45,0,0,86,0
23,23:13,23:14,425,0,0,1,0,0,29,23,0,3,30,0
23,23:14,23:15,1155,0,100,0,0,0,27,21,0,1,33,0
23,23:15,23:16,1588,100,0,0,0,0,12,12,0,0,17,0
23,23:16,23:17,182,0,90,0,0,0,8,7,0,0,3,0
23,23:17,23:18,9686,90,31,0,0,0,110,65,0,2,109,0
23,23:18,23:19,13680,31,24,0,0,0,110,70,0,2,98,0
23,23:19,23:20,85,24,0,0,0,0,11,7,0,3,7,0
23,23:20,23:21,19262,0,31,0,0,0,70,55,0,2,68,0
23,23:21,23:22,2474,31,0,0,0,0,32,27,0,2,31,0
23,23:22,23:23,478,0,99,0,0,0,56,45,0,2,49,0
23,23:23,23:24,11750,99,103,0,0,0,92,59,0,0,110,0
23,23:24,23:25,20637,103,97,0,0,0,15,13,0,1,3,0
23,23:25,23:26,6138,97,103,0,0,0,156,91,0,0,173,0
23,23:26,23:27,1291,103,103,1,0,0,107,62,0,3,116,0
23,23:27,23:28,11614,103,0,0,0,0,54,41,0,0,43,0
23,23:28,23:29,16753,0,0,1,0,0,127,116,0,1,117,0
23,23:29,23:30,38573,0,24,0,0,1,135,86,0,3,,
